3.403071533879083455e-01,-1.249783207772099669e-02,9.939800261653067640e-03,-7.337741658416812029e-01,-7.848057949198213867e-01,-7.724020228748461336e-02,-4.871926407492716549e-01,4.252082023608477757e-01,1.086815754756522256e+00,-6.789944298616454876e-01,5.165248695180216787e-01,-2.311217585107939176e-01,-6.825609095485203337e-01,-7.768171892152242464e-01,4.934867431304960084e-01,5.294422240487295372e-01,-1.761378808352363379e+00,3.364038485285929525e-01,-1.127956819936737798e+00,2.032430426076460073e+00,3.677705259197284193e-01,3.677705259197284193e-01,3.677705259197284193e-01,3.677705259197284193e-01,-3.149841178171697287e-01,-5.550814805520777329e-01,1.044543380878895783e-01,-3.534937251267546848e-02,-2.944205293041911586e-01,-2.254487174245746850e+00,-1.654978660757371545e+00,-1.765259613106712200e+00,-1.058887764914295815e-01,-2.040397450747129859e+00,-1.548039208096162911e+00,-1.911852616330353083e+00
-2.467226862062628368e-01,-1.374761528552639889e-01,7.099857329757596446e-03,4.348291353135858572e-01,1.987348964180028332e+01,2.055554883375453912e+01,1.969070256361628779e+01,1.887005049396028156e+01,-2.263217189948412422e-01,-1.770415106009584072e+00,-3.211893224160419003e+00,-1.851356766627635819e+00,-1.694544868315672659e+01,-1.911824291681738686e+01,-1.835932483377620272e+01,-1.750025265929726004e+01,2.662938910866574638e+00,3.447694924011049711e+00,4.774698121640713389e+00,2.215577492068514065e+00,1.545450619118382996e+00,1.545450619118382996e+00,1.545450619118382996e+00,1.545450619118382996e+00,-2.490078340049498365e-02,2.223655357806809896e+00,8.944569074079505855e-02,2.161466653208759858e+00,1.881503995759626069e-01,2.731402002218213720e+00,2.209266674441265010e+00,3.230031955626686102e+00,-1.889485031102229096e+00,3.231150424988789016e+00,8.322019816665267022e-01,4.197031550078362372e+00
1.063459854337378968e-01,0.000000000000000000e+00,-1.916961479033857385e-02,-5.888311207370989786e-01,-1.926208426641799676e+01,-2.091519852565560100e+01,-1.937492955572324504e+01,-1.946419276590774672e+01,-1.753993322210091632e+00,2.062131231431465761e-01,1.720001595958535079e+00,1.258064829831904596e+00,1.568217893742215274e+01,1.738395337810426966e+01,1.637405193600204001e+01,1.558159024052238983e+01,1.653550107495058263e+00,-2.034268211784742986e-01,1.982636562984988748e-01,-1.385478798172883774e+00,-1.136530943445401842e+00,-1.136530943445401842e+00,-1.136530943445401842e+00,-1.136530943445401842e+00,2.237029234132930977e+00,9.410969034675765732e-01,6.320180004900568527e-01,3.509497556931618356e-01,1.192324456424119994e+00,8.325447004933216322e-01,7.133484515905722523e-01,6.107325101427385494e-01,4.147928674626752965e+00,1.988079567394639424e+00,3.230078907346625616e+00,1.359383588739269122e+00
-2.764995621276731819e-01,-2.707863616845839760e-01,-8.874821662194157246e-02,-7.700099271177262006e-01,-7.544044226632419248e-01,-3.620634482225573020e-02,4.138881924883887620e-01,6.171264991021184754e-01,1.171686399379597399e+00,-6.739648414922950748e-01,2.857929481090066837e-01,-4.241203403600029009e-01,-1.216144159551965781e-01,-9.837494637207703230e-01,-5.339364761739748833e-01,-7.888839976566612844e-01,-9.954707146560417552e-01,-7.036278691910672345e-01,5.198476464625554662e-03,6.963623585606603106e-01,8.868499045779862922e-01,8.868499045779862922e-01,8.868499045779862922e-01,8.868499045779862922e-01,7.784526406261245424e-02,1.367198783993389455e+00,1.086110749239637685e-01,1.388509349877369292e+00,1.310074905223712838e+00,-1.254165212539119778e-01,1.173125938142249192e+00,2.489102321561343922e-01,1.343479576045444990e+00,-1.234681538508525106e-01,1.717298211994430224e+00,-2.343773265382573801e-01
-3.615763504746408175e-01,-3.541052422029089541e-01,-7.170855903052460179e-02,-1.277310584983562869e+00,5.832559566262232043e-01,-1.918936275579382345e-01,-1.293541571619015063e+00,-1.505466878628989535e+00,-4.644310275206891547e-01,-6.488168996455425663e-01,-2.493477923409443520e+00,-2.475623784460913246e+00,-7.996147849054010548e-01,-9.837494637207885306e-01,-3.174495049252565870e+00,-2.746764358953663887e+00,4.299093877014282250e-01,-3.205530918403396434e-01,-1.241571454854906165e+00,-1.689844550876235418e+00,-1.016726908486699887e+00,-1.016726908486699887e+00,-1.016726908486699887e+00,-1.016726908486699887e+00,1.520707242572803874e+00,1.040771695665643759e-01,2.541826619467894011e-01,3.167544205481915842e-01,-1.809763503940474416e-01,-1.887398913899067665e-01,-3.194833720999515347e-01,-3.639446103515202036e-01,-2.316352454896947466e-01,4.855038258551780395e-01,-3.914208782204754433e-01,3.582690139340158342e-01
-5.997913578461879780e-01,-5.873981076542559299e-01,-5.963880156994993270e-02,-7.609509867987953591e-01,-1.476155519569422259e+00,-1.253946409010744389e+00,-2.582572100268123894e+00,-5.286372245567526607e-01,-2.341015280852983160e+00,-2.841717428680092805e-01,-4.011589088135141812e-01,8.387098865546294135e-01,-2.745445440188461816e+00,-2.350159403312904960e+00,-1.342931137043821554e-01,-2.036316246341203229e-01,-1.847638416019443008e+00,-1.883683293272575554e+00,-1.290578681408290906e+00,4.045060852402143081e-01,-1.660325328846225856e+00,-1.660325328846225856e+00,-1.660325328846225856e+00,-1.660325328846225856e+00,-2.463863679514652072e-01,-7.312713508193575684e-01,-7.657255934361332228e-01,-2.545606463092216387e+00,-1.257946362900494108e+00,-1.372891760142229023e+00,-1.832905127403230194e+00,-1.002885089719391498e+00,3.540774708018121775e-01,-8.705614173956245372e-01,-1.867165267499782511e+00,-1.813080938332143344e+00
-1.956766131980822443e-01,-3.749349623327399156e-02,2.697945785307003658e-02,6.160079416942131347e-01,-9.007814001949102645e-01,-5.937840550849768917e-01,1.567587432040473239e+00,-6.550504739072612326e-01,3.135498815241283266e-01,-1.204586414458254762e+00,-2.889392924918201100e+00,-3.635997974097557428e+00,-9.394713632538779224e-01,-1.665312113877921218e+00,-2.744109889669886115e+00,-2.820675096783809899e+00,6.455624764043539354e-01,1.224098268700788000e-01,4.730136855939461871e-01,-7.352298933911102230e-01,2.177475841109772214e-01,2.177475841109772214e-01,2.177475841109772214e-01,2.177475841109772214e-01,-1.423675354974219154e+00,5.955646063262799439e-01,4.650964242839867868e-01,2.252066099761873996e+00,5.580478040123518779e-01,8.278579018162650627e-01,1.030011889908065914e+00,-8.258648676380968279e-02,-1.791868925404351831e+00,-1.004503360367817733e+00,6.523624001571771691e-01,-4.687218402508365467e-02
1.276151825204703549e-01,-2.916160818142299674e-02,-9.229814528679200492e-03,-3.895344337183687111e-01,-2.702344200584682610e-01,-8.568834941266789684e-01,-1.705174242622442771e+00,-2.091564671072325243e+00,-3.163789030115536693e+00,-3.078108082039426208e+00,-2.923478322399077456e+00,-2.868769043783396366e+00,-2.116090837620349330e+00,-1.801624643909347734e+00,-3.430137362087384734e+00,-2.865926568924738849e+00,-6.636457518099412312e-01,2.644549291765797339e+00,1.025486901142925955e+00,2.938949337149719732e+00,2.280348715492965250e-01,2.280348715492965250e-01,2.280348715492965250e-01,2.280348715492965250e-01,1.476678405704979546e+00,-4.388863616042471549e-01,2.156055922347570597e-01,-5.075702689593031280e-01,-5.263858210456788811e-01,-1.677772500651766585e-01,2.762206416005454357e-01,7.252905496698045518e-01,-4.632380620450576858e-02,-2.218298553484434610e-01,1.269496525449178848e-01,5.273489847110790496e-01
-1.829150949459898701e-01,-1.791355931144079650e-01,-6.176875876887153588e-02,-6.975384045654753340e-01,-2.038017917940994295e+00,-1.725835769860799340e+00,-1.757051236776291381e+00,-1.562927446515605112e+00,-2.772441057686916288e+00,-6.186393694294954892e-01,-8.232934468459979227e-01,7.791424230209014201e-01,-2.902024000730802911e+00,-3.314201031366497574e+00,-2.341230548556829660e+00,-2.579333912032263143e+00,2.548151235216244537e+00,3.689870554023371718e-01,1.812599742068635278e+00,-5.771179928844821783e-01,3.879164638197465931e-02,3.879164638197465931e-02,3.879164638197465931e-02,3.879164638197465931e-02,2.845365118940612614e-01,7.123677322693688918e-01,-8.095616701286946493e-02,2.337203113979135494e-01,1.007714368875818778e+00,2.914137708643687041e-01,-1.623693505151532213e-01,-2.079589092602656675e-01,5.211793023518132006e-01,2.301986867509582535e-01,-2.644712433069636992e-01,2.527943118091763308e-01
-3.275456351358537743e-01,-3.207776899955789296e-01,-1.547768897886626360e-01,-2.065438392739392004e+00,-1.520068612828926025e+00,1.001708873415701806e+00,9.022085939801088861e-02,2.511026816644533977e+00,6.648200495473837179e-01,3.809913189779182030e+00,1.101220533997854689e+00,4.612904376050369848e+00,-2.573665077651773991e+00,-1.550349739152615758e+00,-1.923789303548059548e+00,8.446941466304392909e-01,-1.516505691549149826e-01,-6.895346872949547068e-01,-1.373745691085758391e+00,-1.260958815843979508e+00,8.330559640151409262e-01,8.330559640151409262e-01,8.330559640151409262e-01,8.330559640151409262e-01,-5.314973634072004405e-01,-8.576530373972289512e-02,1.939173745192104836e-01,2.873496059827411742e-01,-3.693182490008398156e-01,3.456579658978885337e-03,7.452364960283339723e-01,4.638209080719596922e-01,2.498367625366649802e-01,2.427570086894396684e-01,9.080179353539088449e-01,1.088180444641909245e-01
