,CNY,CNY,CNY,CNY,JPY,JPY,JPY,JPY,GBP,GBP,GBP,GBP,EUR,EUR,EUR,EUR,pd_SP500,pd_SP500,pd_SP500,pd_SP500,SEE,SEE,SEE,SEE,N225,N225,N225,N225,GDAXI,GDAXI,GDAXI,GDAXI,FTSE,FTSE,FTSE,FTSE
,Open,High,Low,Close,Open,High,Low,Close,Open,High,Low,Close,Open,High,Low,Close,Open,High,Low,Close,Open,High,Low,Close,Open,High,Low,Close,Open,High,Low,Close,Open,High,Low,Close
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008/12/04,6.8653,6.8736,6.8638,6.8733,93.137,93.382,92.082,92.45,0.6765,0.68989,0.67531,0.68101,0.78715,0.79599,0.77869,0.78284,869.75,875.599976,833.599976,845.219971,2001.5,2001.5,2001.5,2001.5,8030.200195,8107.689941,7849.839844,7924.240234,4559.97998,4732.930176,4491.859863,4564.22998,4170,4261.100098,4090,4163.600098
2008/12/05,6.8733,6.8733,6.8652,6.8652,92.44,93.318,91.65,92.82,0.68111,0.68719,0.67728,0.68004,0.78266,0.79126,0.78174,0.78635,844.429993,879.419983,818.409973,876.070007,2018.66,2018.66,2018.66,2018.66,7975.049805,8024.330078,7908.649902,7917.509766,4529.200195,4530.700195,4321.640137,4381.470215,4163.600098,4163.600098,4002.199951,4049.399902
2008/12/08,6.8675,6.87,6.8662,6.87,110.09,110.35,109.11,109.24,0.68015,0.68015,0.66503,0.67227,0.67119,0.67485,0.66827,0.67033,882.710022,918.570007,882.710022,909.700012,2090.77,2090.77,2090.77,2090.77,7970.689941,8358.269531,7959.009766,8329.049805,4548.870117,4775.709961,4548.870117,4715.879883,4049.399902,4318,4049.399902,4300.100098
2008/12/09,6.87,6.87,6.8635,6.8635,92.983,93.02,91.93,92.303,0.67271,0.68097,0.67159,0.67755,0.77435,0.7807,0.76947,0.77363,906.47998,916.26001,885.380005,888.669983,2037.74,2037.74,2037.74,2037.74,8362.370117,8499.599609,8314.849609,8395.870117,4673.52002,4850.390137,4622.240234,4779.109863,4300.100098,4413,4232.600098,4381.299805
2008/12/10,6.8635,6.8635,6.851,6.855,92.313,92.99,92.297,92.84,0.67768,0.67829,0.67268,0.67577,0.77355,0.77471,0.76617,0.7684,892.169983,908.27002,885.450012,899.23999,2079.12,2079.12,2079.12,2079.12,8376,8704.919922,8376,8660.240234,4810.47998,4839.140137,4742.899902,4804.879883,4381.299805,4407.100098,4330,4367.299805
2008/12/11,6.855,6.855,6.8409,6.8409,92.831,92.831,91.15,91.53,0.67571,0.67571,0.66317,0.66538,0.76829,0.76872,0.74655,0.75019,898.349976,904.630005,868.72998,873.590027,2031.68,2031.68,2031.68,2031.68,8642.259766,8720.549805,8519.110352,8720.549805,4791.560059,4822.209961,4710.040039,4767.200195,4367.299805,4430.299805,4307.799805,4388.700195
2008/12/12,6.8409,6.8409,6.8325,6.8325,91.52,91.792,88.86,91.07,0.66578,0.67458,0.66164,0.6689,0.75023,0.75441,0.74572,0.74884,871.789978,883.23999,851.349976,879.72998,1954.21,1954.21,1954.21,1954.21,8599.120117,8610.730469,8087.990234,8235.870117,4660.049805,4699.060059,4521.52002,4663.370117,4388.700195,4388.700195,4201.899902,4280.399902
2008/12/15,6.8363,6.84,6.8363,6.8393,90.72,91.3,90.25,90.5,0.66711,0.66979,0.65062,0.65364,0.74405,0.74427,0.72876,0.73014,881.070007,884.630005,857.719971,868.570007,1964.37,1964.37,1964.37,1964.37,8349.849609,8700.169922,8349.849609,8664.660156,4718.390137,4773.319824,4627.459961,4654.819824,4280.399902,4340.700195,4238.899902,4277.600098
2008/12/16,6.8393,6.8393,6.835,6.835,90.48,90.59,88.738,88.68,0.65369,0.65755,0.63947,0.6416,0.73013,0.7333,0.70756,0.71114,871.530029,914.659973,871.530029,913.179993,1975.01,1975.01,1975.01,1975.01,8608.400391,8634.259766,8471.240234,8568.019531,4663.359863,4758.27002,4655.870117,4729.910156,4277.600098,4330.100098,4246.100098,4309.100098
2008/12/17,6.835,6.835,6.8263,6.8273,88.67,89.16,87.18,87.32,0.64193,0.65509,0.63633,0.64487,0.71104,0.71312,0.69309,0.69404,908.159973,918.849976,895.940002,904.419983,1976.82,1976.82,1976.82,1976.82,8658.219727,8741.240234,8425.660156,8612.519531,4768.709961,4784.410156,4639.169922,4708.379883,4309.100098,4341.100098,4231.100098,4324.200195
2008/12/18,6.8273,6.8273,6.8045,6.8045,87.32,89.99,87.26,89.505,0.64475,0.67024,0.64053,0.66423,0.69411,0.70368,0.6812,0.69964,905.97998,911.02002,877.440002,885.280029,2015.69,2015.69,2015.69,2015.69,8565.160156,8728.360352,8534.839844,8667.230469,4730.100098,4784.720215,4715.819824,4756.399902,4324.200195,4352.700195,4282.600098,4330.700195
2008/12/19,6.8045,6.8142,6.8045,6.8142,89.48,89.8,88.5,89.27,0.66405,0.6749,0.65902,0.66689,0.69969,0.72307,0.69896,0.71808,886.960022,905.469971,883.02002,887.880005,2018.46,2018.46,2018.46,2018.46,8640.219727,8743.219727,8570.55957,8588.519531,4720.879883,4785.319824,4647.129883,4696.700195,4330.700195,4330.700195,4200.700195,4286.899902
2008/12/22,6.8181,6.8399,6.8181,6.8399,89.52,90.364,89.52,90.16,0.66778,0.67962,0.66733,0.6744,0.71531,0.7186,0.70852,0.71638,887.200012,887.369995,857.090027,871.630005,1987.76,1987.76,1987.76,1987.76,8602.5,8751.179688,8593.759766,8723.780273,4693.660156,4701.109863,4575.52002,4639.02002,4286.899902,4305.399902,4219.799805,4249.200195
2008/12/23,6.8399,6.8438,6.8385,6.8385,90.14,90.97,89.939,90.84,0.67443,0.68107,0.67132,0.6782,0.71644,0.71844,0.71327,0.71747,874.309998,880.440002,860.099976,863.159973,1897.22,1897.22,1897.22,1897.22,,,,,4633.470215,4718.600098,4622.970215,4629.379883,4249.200195,4307.100098,4244.200195,4256
2008/12/24,6.8385,6.8385,6.8385,6.8385,90.86,90.884,90.22,90.5,0.6782,0.68176,0.67549,0.67879,0.71731,0.71741,0.71337,0.71383,863.869995,869.789978,861.440002,868.150024,1863.8,1863.8,1863.8,1863.8,8630.25,8631.830078,8476.69043,8517.099609,4629.379883,4629.379883,4629.379883,4629.379883,4256,4256,4205.200195,4216.600098
2008/12/25,6.8385,6.8385,6.8385,6.8385,90.48,90.57,90.21,90.514,0.67879,0.68134,0.65802,0.67797,0.71393,0.7151,0.70721,0.71352,,,,,1852.42,1852.42,1852.42,1852.42,8531.509766,8599.5,8531.160156,8599.5,,,,,,,,
2008/12/26,6.8385,6.8385,6.8385,6.8385,90.53,90.82,90.34,90.77,0.67792,0.68564,0.67572,0.68564,0.71347,0.71455,0.70857,0.71291,869.51001,873.73999,866.52002,872.799988,1851.52,1851.52,1851.52,1851.52,8642.139648,8740.759766,8611.360352,8739.519531,4629.379883,4629.379883,4629.379883,4629.379883,,,,
2008/12/29,6.8365,6.8395,6.8362,6.8362,90.63,90.75,89.82,90.652,0.6819,0.69431,0.67714,0.69113,0.70892,0.71813,0.69638,0.7123,872.369995,873.700012,857.070007,869.419983,1850.48,1850.48,1850.48,1850.48,8726.30957,8763.669922,8638.599609,8747.169922,4660.169922,4732.850098,4655.910156,4704.859863,4216.600098,4326.299805,4216.600098,4319.399902
2008/12/30,6.8362,6.8386,6.8133,6.8133,90.65,90.8,90.02,90.29,0.69094,0.6943,0.68771,0.69118,0.71248,0.71418,0.70323,0.70721,870.580017,891.119995,870.580017,890.640015,1832.91,1832.91,1832.91,1832.91,8716.280273,8859.55957,8702.950195,8859.55957,4754.220215,4810.410156,4754.220215,4810.200195,4319.399902,4406.100098,4319.399902,4392.700195
2008/12/31,6.8133,6.8133,6.8133,6.8133,90.31,90.93,90.127,90.65,0.69195,0.69387,0.68043,0.68231,0.70741,0.72176,0.70696,0.71531,890.590027,910.320007,889.669983,903.25,1820.81,1820.81,1820.81,1820.81,,,,,,,,,4392.700195,4456.200195,4392.700195,4434.200195
2009/01/01,6.8133,6.8133,6.8133,6.8133,90.65,91.25,87.56,90.667,0.6898,0.6898,0.67556,0.67838,0.71531,0.71659,0.71154,0.71434,,,,,,,,,,,,,,,,,,,,
2009/01/02,6.803,6.803,6.803,6.803,90.66,92.37,90.66,91.79,0.67926,0.69382,0.67728,0.68852,0.71415,0.72239,0.71311,0.71824,902.98999,934.72998,899.349976,931.799988,,,,,,,,,4856.850098,4974.72998,4838.490234,4973.069824,4434.200195,4561.799805,4430,4561.799805
2009/01/05,6.8091,6.8217,6.8091,6.8215,92.05,93.53,91.75,93.217,0.68874,0.69252,0.67849,0.67953,0.71644,0.73768,0.71644,0.73282,929.169983,936.630005,919.530029,927.450012,1880.72,1880.72,1880.72,1880.72,8991.209961,9127.379883,8987.360352,9043.120117,5010.180176,5034.850098,4949.359863,4983.990234,4561.799805,4618.100098,4520.799805,4579.600098
2009/01/06,6.8215,6.83,6.8215,6.8265,93.22,94.566,92.87,93.38,0.67981,0.68896,0.66712,0.6706,0.73358,0.75086,0.73358,0.74019,931.169983,943.849976,927.280029,934.700012,1937.15,1937.15,1937.15,1937.15,9130.009766,9171.030273,9029.94043,9080.839844,4992.669922,5111.02002,4960.209961,5026.310059,4579.600098,4675.700195,4562,4638.899902
2009/01/07,6.8265,6.8265,6.8201,6.8231,93.366,94.06,92.42,92.68,0.67056,0.67478,0.65552,0.66317,0.74077,0.7442,0.7277,0.7347,927.450012,927.450012,902.369995,906.650024,1924.01,1924.01,1924.01,1924.01,9133.799805,9325.349609,9106.049805,9239.240234,5008.620117,5010.970215,4914.220215,4937.470215,4638.899902,4638.899902,4478,4507.5
2009/01/08,6.8231,6.8247,6.8231,6.8247,92.721,92.886,90.85,91.36,0.66344,0.66672,0.65104,0.65673,0.73457,0.73866,0.72546,0.72998,905.72998,910,896.809998,909.72998,1878.18,1878.18,1878.18,1878.18,9143.209961,9148.830078,8876.419922,8876.419922,4897.160156,4917.620117,4820.080078,4879.910156,4507.5,4514.700195,4410.5,4505.399902
2009/01/09,6.8247,6.8255,6.8155,6.8255,91.37,91.55,90.15,90.37,0.65664,0.66081,0.65164,0.6588,0.72994,0.74521,0.72861,0.74322,909.909973,911.929993,888.309998,890.349976,1904.86,1904.86,1904.86,1904.86,8932.709961,8956.849609,8773.200195,8836.799805,4891.580078,4932.660156,4743.970215,4783.890137,4505.399902,4534.799805,4431.899902,4448.5
2009/01/12,6.8276,6.8276,6.8266,6.8266,90.127,90.224,88.891,89.43,0.66247,0.6754,0.66157,0.67481,0.74477,0.7516,0.74383,0.7485,890.400024,890.400024,864.320007,870.26001,1900.35,1900.35,1900.35,1900.35,,,,,4765.379883,4791.959961,4708.5,4719.620117,4448.5,4471.299805,4402.299805,4426.200195
2009/01/13,6.8266,6.8282,6.8243,6.8243,89.42,89.842,88.82,89.341,0.67472,0.6906,0.67472,0.68885,0.7485,0.76005,0.7485,0.75746,869.789978,877.02002,862.02002,871.789978,1863.37,1863.37,1863.37,1863.37,8732.629883,8732.929688,8405.5,8413.910156,4704.509766,4704.509766,4596.490234,4636.939941,4426.200195,4426.200195,4321.299805,4399.200195
2009/01/14,6.8243,6.825,6.8243,6.825,89.36,89.95,88.62,89.16,0.68856,0.6897,0.68049,0.68395,0.75717,0.76324,0.75036,0.7566,867.280029,867.280029,836.929993,842.619995,1928.87,1928.87,1928.87,1928.87,8425.75,8516.070312,8359.160156,8438.450195,4661.839844,4670.839844,4379.879883,4422.350098,4399.200195,4426.5,4115.399902,4180.600098
2009/01/15,6.825,6.8256,6.825,6.8256,89.168,90,88.53,89.94,0.68447,0.68999,0.68111,0.68157,0.75729,0.76669,0.75586,0.75999,841.98999,851.590027,817.039978,843.73999,1920.21,1920.21,1920.21,1920.21,8309.379883,8309.379883,7997.72998,8023.310059,4434.220215,4451.319824,4295.759766,4336.72998,4180.600098,4199.399902,4090.899902,4121.100098
2009/01/16,6.8256,6.827,6.8256,6.827,89.95,90.9,89.85,90.9,0.68152,0.68198,0.66774,0.6787,0.75976,0.76046,0.74997,0.75233,844.450012,858.130005,830.659973,850.119995,1954.44,1954.44,1954.44,1954.44,8125.200195,8283.910156,8067.470215,8230.150391,4395.790039,4474.859863,4357.819824,4366.279785,4121.100098,4251.700195,4121.100098,4147.100098
2009/01/19,6.8266,6.8266,6.8166,6.8234,91.196,91.23,90.169,90.62,0.67186,0.69597,0.67075,0.69322,0.74862,0.7656,0.74759,0.76371,,,,,1986.67,1986.67,1986.67,1986.67,8318.259766,8351.679688,8221.839844,8256.849609,4409.879883,4452.569824,4249.910156,4316.140137,4147.100098,4251.899902,4032.399902,4108.5
2009/01/20,6.8234,6.8309,6.8234,6.8309,90.62,90.943,89.68,89.81,0.69321,0.72207,0.6931,0.72059,0.76348,0.77796,0.7634,0.7761,849.640015,849.640015,804.469971,805.219971,1994.11,1994.11,1994.11,1994.11,8187.140137,8190.419922,7962.459961,8065.790039,4297.419922,4382.109863,4222.759766,4239.850098,4108.5,4184.299805,4060.600098,4091.399902
2009/01/21,6.8309,6.8309,6.8255,6.8297,89.81,90.066,87.28,89.05,0.72053,0.73319,0.71327,0.72067,0.77604,0.77815,0.76508,0.76893,806.77002,841.719971,804.299988,840.23999,1985.02,1985.02,1985.02,1985.02,7949.959961,8009.220215,7829.299805,7901.640137,4208.189941,4313.689941,4140.259766,4261.149902,4091.399902,4112.799805,4001.399902,4059.899902
2009/01/22,6.8297,6.8297,6.8266,6.8271,89.072,89.471,88.094,89.126,0.72064,0.72939,0.71597,0.72044,0.76988,0.77399,0.76494,0.76883,839.73999,839.73999,811.289978,827.5,2004.95,2004.95,2004.95,2004.95,7988.299805,8051.740234,7809.890137,8051.740234,4313.359863,4368.470215,4197.02002,4219.419922,4059.899902,4153.899902,4046.399902,4052.199951
2009/01/23,6.8271,6.8429,6.8271,6.8297,89.134,89.436,88.06,88.76,0.72056,0.7391,0.72041,0.72553,0.76885,0.78272,0.76833,0.77131,822.159973,838.609985,806.070007,831.950012,1990.66,1990.66,1990.66,1990.66,7965.410156,7965.410156,7745.25,7745.25,4204,4222.009766,4067.429932,4178.939941,4052.199951,4070.800049,3956.699951,4052.5
2009/01/26,6.8297,6.8297,6.8297,6.8297,88.513,89.606,88.44,89.24,0.73357,0.73775,0.71196,0.71577,0.77507,0.77724,0.75563,0.75804,832.5,852.530029,827.690002,836.570007,1990.66,1990.66,1990.66,1990.66,7714.259766,7807.160156,7671.040039,7682.140137,4165.709961,4371.52002,4145.120117,4326.870117,4052.5,4225.200195,4039.399902,4209
2009/01/27,6.8297,6.8297,6.8297,6.8297,89.23,90.041,88.49,89.33,0.7151,0.71751,0.70249,0.7049,0.75824,0.76156,0.75103,0.75666,837.299988,850.450012,835.400024,845.710022,1990.66,1990.66,1990.66,1990.66,7782.899902,8115.149902,7782.069824,8061.069824,4322.990234,4360.790039,4264.970215,4323.419922,4209,4211,4130.799805,4194.399902
2009/01/28,6.8297,6.8297,6.8297,6.8297,89.331,90.58,88.94,90.462,0.70486,0.70766,0.69667,0.70275,0.75642,0.76289,0.7512,0.76027,845.72998,877.859985,845.72998,874.090027,1990.66,1990.66,1990.66,1990.66,8052.25,8171.629883,7936.589844,8106.290039,4347.779785,4533.700195,4347.779785,4518.720215,4194.399902,4317.600098,4194.399902,4295.200195
2009/01/29,6.8297,6.8297,6.8297,6.8297,90.455,90.58,89.54,89.91,0.70295,0.71043,0.69517,0.70033,0.7604,0.77387,0.75937,0.77292,868.890015,868.890015,844.150024,845.140015,1990.66,1990.66,1990.66,1990.66,8201.160156,8305.379883,8138.990234,8251.240234,4495.740234,4501.439941,4393.97998,4428.109863,4295.200195,4295.200195,4147.700195,4190.100098
2009/01/30,6.8297,6.8297,6.8297,6.8297,89.911,90.03,89.2,89.9,0.70013,0.70447,0.68667,0.68667,0.77286,0.78235,0.77286,0.779,845.690002,851.659973,821.669983,825.880005,1990.66,1990.66,1990.66,1990.66,8142.879883,8142.879883,7922.390137,7994.049805,4420.330078,4454.390137,4312.169922,4338.350098,4190.100098,4228,4125.200195,4149.600098
2009/02/02,6.8353,6.839,6.8353,6.839,89.679,89.97,88.824,89.36,0.69495,0.71124,0.6931,0.70363,0.78407,0.78678,0.77561,0.78034,823.090027,830.780029,812.869995,825.440002,2011.68,2011.68,2011.68,2011.68,7908.509766,7955.75,7795.27002,7873.97998,4309.169922,4309.189941,4198.149902,4271.040039,4149.600098,4149.600098,4036.899902,4077.800049
2009/02/03,6.839,6.839,6.829,6.8303,89.36,89.92,88.59,89.37,0.70371,0.70552,0.69075,0.69266,0.78052,0.78093,0.76622,0.76847,825.690002,842.599976,821.97998,838.51001,2060.81,2060.81,2060.81,2060.81,7862.950195,8084.410156,7800.799805,7825.509766,4302.52002,4385.439941,4224.529785,4374.959961,4077.800049,4173.200195,4043.399902,4164.5
2009/02/04,6.8303,6.8303,6.8199,6.8214,89.39,89.76,88.86,89.42,0.69276,0.69706,0.6866,0.69161,0.7684,0.77985,0.76527,0.77787,837.77002,851.849976,829.179993,832.22998,2107.75,2107.75,2107.75,2107.75,7897.240234,8084.970215,7863.649902,8038.939941,4388.259766,4545.52002,4372.009766,4492.790039,4164.5,4262.700195,4160.399902,4228.600098
2009/02/05,6.8214,6.825,6.8214,6.825,89.42,91.947,89.23,91.15,0.69154,0.69546,0.68011,0.68343,0.77779,0.78278,0.77531,0.78179,831.75,850.549988,819.909973,845.849976,2098.02,2098.02,2098.02,2098.02,7985.529785,8093.959961,7901.040039,7949.649902,4443.950195,4519.439941,4387.779785,4510.490234,4228.600098,4235.299805,4133.5,4228.899902
2009/02/06,6.825,6.826,6.8227,6.8227,91.151,92.18,90.77,91.92,0.68353,0.68507,0.67398,0.67682,0.78184,0.78388,0.76995,0.77357,846.090027,870.75,845.419983,868.599976,2181.24,2181.24,2181.24,2181.24,8054.27002,8169.040039,8033.240234,8076.620117,4524.799805,4657.060059,4506.450195,4644.629883,4228.899902,4330.700195,4225.600098,4291.899902
2009/02/09,6.8242,6.8297,6.824,6.8297,92.03,92.09,90.91,91.31,0.67499,0.6799,0.66796,0.67315,0.77155,0.77604,0.76429,0.77166,868.23999,875.01001,861.650024,869.890015,2224.71,2224.71,2224.71,2224.71,8178.069824,8257.709961,7969.029785,7969.029785,4627.830078,4688.589844,4596.740234,4666.819824,4291.899902,4334,4244,4307.600098
2009/02/10,6.8297,6.8297,6.8147,6.8147,91.323,91.619,90.138,90.444,0.67304,0.69128,0.67168,0.68687,0.77113,0.78046,0.76628,0.77435,866.869995,868.049988,822.98999,827.159973,2265.16,2265.16,2265.16,2265.16,8066.939941,8124.790039,7917.27002,7945.939941,4636.640137,4649.22998,4505.540039,4505.540039,4307.600098,4309.5,4210.5,4213.100098
2009/02/11,6.8234,6.8234,6.8233,6.8233,90.42,90.7,89.742,90.29,0.68691,0.69823,0.68672,0.69686,0.77411,0.77889,0.76978,0.77712,827.409973,838.219971,822.299988,833.73999,2260.82,2260.82,2260.82,2260.82,,,,,4491.720215,4539.220215,4466.060059,4530.089844,4213.100098,4244.5,4182.100098,4234.299805
2009/02/12,6.8233,6.8233,6.8229,6.8229,90.246,91.054,89.76,90.67,0.69667,0.70676,0.69396,0.69974,0.77724,0.78548,0.77293,0.77574,829.909973,835.47998,808.059998,835.190002,2248.09,2248.09,2248.09,2248.09,7842.529785,7862.52002,7685.680176,7705.359863,4518.680176,4518.680176,4371.470215,4407.560059,4234.299805,4234.299805,4135.100098,4202.200195
2009/02/13,6.8229,6.8297,6.8229,6.8297,90.664,92.14,90.54,91.86,0.69969,0.69999,0.68526,0.69638,0.77604,0.77967,0.77268,0.77724,833.950012,839.429993,825.210022,826.840027,2320.79,2320.79,2320.79,2320.79,7789.350098,7887.740234,7730.27002,7779.399902,4458.740234,4508.720215,4397.600098,4413.390137,4202.200195,4291.600098,4168,4189.600098
2009/02/16,6.8243,6.8243,6.8177,6.8177,91.455,92.04,91.44,91.71,0.7024,0.70611,0.69854,0.69939,0.78162,0.78542,0.78003,0.78131,,,,,2389.39,2389.39,2389.39,2389.39,7732.680176,7804.240234,7694.72998,7750.169922,,,,,4189.600098,4189.600098,4127.299805,4134.799805
2009/02/17,6.8177,6.8307,6.8177,6.8265,91.72,92.72,91.62,92.276,0.69945,0.70766,0.69911,0.70225,0.78164,0.7958,0.78164,0.79479,818.609985,818.609985,789.169983,789.169983,2319.44,2319.44,2319.44,2319.44,7690.129883,7710.430176,7615.939941,7645.509766,4329.350098,4329.700195,4195.220215,4216.600098,4134.799805,4134.799805,3995.399902,4034.100098
2009/02/18,6.8265,6.8265,6.8262,6.8262,92.28,93.91,92.102,93.63,0.70175,0.70874,0.69945,0.70171,0.7939,0.79861,0.79151,0.79561,791.059998,796.169983,780.429993,788.419983,2209.86,2209.86,2209.86,2209.86,7539.959961,7565.790039,7479.180176,7534.439941,4229.529785,4255.390137,4124.109863,4204.959961,4034.100098,4056.5,3938.100098,4006.800049
2009/02/19,6.8262,6.8265,6.8262,6.8265,93.631,94.43,93.31,94.011,0.70171,0.702,0.69238,0.70092,0.79576,0.79611,0.78401,0.78995,787.909973,797.580017,777.030029,778.940002,2227.12,2227.12,2227.12,2227.12,7604.220215,7642.689941,7537.560059,7557.649902,4212.709961,4275.089844,4189.160156,4215.209961,4006.800049,4045.199951,3983.899902,4018.399902
2009/02/20,6.8256,6.8272,6.8256,6.8272,94.04,94.353,92.64,93.34,0.70097,0.70605,0.69171,0.69257,0.78993,0.79592,0.77322,0.77322,775.869995,778.690002,754.25,770.049988,2261.48,2261.48,2261.48,2261.48,7544.069824,7554.700195,7382.330078,7416.379883,4164.509766,4167.049805,4014.659912,4014.659912,4018.399902,4018.399902,3877.800049,3889.100098
2009/02/23,6.826,6.826,6.826,6.826,93.451,94.915,92.76,94.4,0.69565,0.69594,0.68227,0.69104,0.7818,0.78772,0.77012,0.78876,773.25,777.849976,742.369995,743.330017,2305.78,2305.78,2305.78,2305.78,7314.299805,7417.180176,7209.430176,7376.160156,4057.25,4111.52002,3912.709961,3936.449951,3889.100098,3960,3844.899902,3850.699951
2009/02/24,6.826,6.8287,6.826,6.8287,94.389,96.93,94.25,96.55,0.69169,0.69531,0.686,0.6883,0.78895,0.78933,0.77658,0.77676,744.690002,775.48999,744.690002,773.140015,2200.65,2200.65,2200.65,2200.65,7266.680176,7270.899902,7155.160156,7268.560059,3922.02002,3932.590088,3816.879883,3895.75,3850.699951,3852.300049,3772.5,3816.399902
2009/02/25,6.8287,6.8287,6.8279,6.8279,96.56,97.768,96.395,97.39,0.68861,0.70502,0.68498,0.70319,0.77724,0.78765,0.77543,0.7859,770.640015,780.119995,752.890015,764.900024,2206.57,2206.57,2206.57,2206.57,7368.439941,7471.029785,7330.439941,7461.220215,3937.929932,3977.77002,3790.790039,3846.209961,3816.399902,3884.100098,3803.899902,3849
2009/02/26,6.8279,6.8319,6.8224,6.8266,97.41,98.703,97.34,98.334,0.70348,0.70572,0.69539,0.6994,0.78617,0.78771,0.78088,0.78613,765.76001,779.419983,751.75,752.830017,2121.25,2121.25,2121.25,2121.25,7470.600098,7599.810059,7433.060059,7457.930176,3882.879883,3989.629883,3849.76001,3942.620117,3849,3948.199951,3849,3915.600098
2009/02/27,6.8266,6.8289,6.8266,6.8289,98.298,98.31,96.944,97.62,0.69927,0.70824,0.69667,0.70067,0.7861,0.79277,0.78438,0.78871,749.929993,751.27002,734.52002,735.090027,2082.85,2082.85,2082.85,2082.85,7463.419922,7589.77002,7414.399902,7568.419922,3907.850098,3907.850098,3764.689941,3843.73999,3915.600098,3915.600098,3760.699951,3830.100098
2009/03/02,6.8322,6.8354,6.8322,6.8354,97.21,97.85,96.92,97.054,0.70279,0.71582,0.69997,0.7125,0.79376,0.79707,0.79202,0.79592,729.570007,729.570007,699.700012,700.820007,2093.45,2093.45,2093.45,2093.45,7454.279785,7454.279785,7234.959961,7280.149902,3817.51001,3821.969971,3692.780029,3710.070068,3830.100098,3830.100098,3625.800049,3625.800049
2009/03/03,6.8354,6.8354,6.8253,6.8322,97.07,98.571,97.06,98.535,0.71215,0.71434,0.70656,0.71286,0.79605,0.79808,0.78913,0.79797,704.440002,711.669983,692.299988,696.330017,2071.43,2071.43,2071.43,2071.43,7177.790039,7288.140137,7088.470215,7229.720215,3724.530029,3755.879883,3667.860107,3690.719971,3625.800049,3676.899902,3497.300049,3512.100098
2009/03/04,6.8323,6.8334,6.8256,6.8334,98.453,99.46,98.213,98.992,0.71276,0.71459,0.70418,0.70533,0.79796,0.80199,0.78964,0.79126,698.599976,724.119995,698.599976,712.869995,2198.11,2198.11,2198.11,2198.11,7146.709961,7320.649902,7104.629883,7290.959961,3724.73999,3891.709961,3721.909912,3890.939941,3512.100098,3649.5,3512.100098,3645.899902
2009/03/05,6.8334,6.8334,6.8299,6.8314,99.02,99.66,97.8,98.13,0.70592,0.71185,0.70284,0.70766,0.79179,0.80096,0.79126,0.79702,708.27002,708.27002,677.929993,682.549988,2221.08,2221.08,2221.08,2221.08,7336.02002,7532.870117,7336.02002,7433.490234,3864.179932,3864.179932,3695.48999,3695.48999,3645.899902,3645.899902,3526.399902,3529.899902
2009/03/06,6.8314,6.832,6.8284,6.83,98.12,98.464,96.578,98.34,0.70776,0.71174,0.70008,0.71073,0.79694,0.79707,0.78487,0.79126,684.039978,699.090027,666.789978,683.380005,2193.01,2193.01,2193.01,2193.01,7328.290039,7328.290039,7167.069824,7173.100098,3699.330078,3769.129883,3638,3666.409912,3529.899902,3590.199951,3492.100098,3530.699951
2009/03/09,6.8311,6.8316,6.8311,6.8316,97.955,99.16,97.95,98.92,0.70598,0.7269,0.70531,0.72495,0.78635,0.79618,0.78592,0.79222,680.76001,695.27002,672.880005,676.530029,2118.75,2118.75,2118.75,2118.75,7191.129883,7241.02002,7028.490234,7086.029785,3677.070068,3706.320068,3588.889893,3692.030029,3530.699951,3564.800049,3460.699951,3542.399902
2009/03/10,6.8316,6.8316,6.83,6.8302,98.94,99.064,97.93,98.78,0.72495,0.72982,0.71953,0.72506,0.79227,0.79227,0.78015,0.78637,679.280029,719.599976,679.280029,719.599976,2158.57,2158.57,2158.57,2158.57,7059.77002,7100.77002,7021.279785,7054.97998,3716.290039,3908.139893,3681.330078,3886.97998,3542.399902,3726.300049,3516.300049,3715.199951
2009/03/11,6.8302,6.8312,6.8302,6.8312,98.803,98.803,97.14,97.25,0.72511,0.73179,0.71998,0.72244,0.78645,0.79164,0.77742,0.78084,719.590027,731.919983,713.849976,721.359985,2139.02,2139.02,2139.02,2139.02,7165.390137,7393.810059,7161.850098,7376.120117,3866.73999,3994.77002,3829.129883,3914.100098,3715.199951,3763.199951,3652,3693.800049
2009/03/12,6.8298,6.8298,6.8288,6.8288,97.257,98.39,95.67,97.32,0.72223,0.72913,0.71577,0.71782,0.78087,0.78518,0.77268,0.77526,720.890015,752.630005,714.76001,750.73999,2133.88,2133.88,2133.88,2133.88,7320.450195,7345.02002,7198.25,7198.25,3890.22998,3971.25,3802.199951,3956.219971,3693.800049,3725.600098,3616.5,3712.100098
2009/03/13,6.8288,6.8288,6.8279,6.8279,97.339,98.573,97.17,97.94,0.71828,0.72101,0.71149,0.71393,0.77519,0.77694,0.77194,0.7734,751.969971,758.289978,742.460022,756.549988,2128.85,2128.85,2128.85,2128.85,7301.120117,7571.450195,7300.870117,7569.279785,3988.050049,4053.840088,3936.810059,3953.600098,3712.100098,3816,3712.100098,3753.699951
2009/03/16,6.8287,6.8287,6.8283,6.8283,98.08,98.606,98,98.2,0.71608,0.71679,0.70283,0.71043,0.77602,0.77688,0.76529,0.77065,758.840027,774.530029,753.369995,753.890015,2153.29,2153.29,2153.29,2153.29,7630.200195,7754.75,7630.200195,7704.149902,3990.830078,4063.02002,3983.399902,4044.540039,3753.699951,3864,3753.699951,3864
