,CNY,CNY,CNY,CNY,JPY,JPY,JPY,JPY,GBP,GBP,GBP,GBP,EUR,EUR,EUR,EUR,pd_SP500,pd_SP500,pd_SP500,pd_SP500,SEE,SEE,SEE,SEE,N225,N225,N225,N225,GDAXI,GDAXI,GDAXI,GDAXI,FTSE,FTSE,FTSE,FTSE
,Open,High,Low,Close,Open,High,Low,Close,Open,High,Low,Close,Open,High,Low,Close,Open,High,Low,Close,Open,High,Low,Close,Open,High,Low,Close,Open,High,Low,Close,Open,High,Low,Close
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012/09/25,6.3094,6.3097,6.293,6.3094,77.86,77.92,77.65,77.864,0.61633,0.6166,0.61478,0.6163,0.7727,0.77591,0.77098,0.7727,1456.939941,1463.23999,1441.589966,1441.589966,2029.29,2029.29,2029.29,2029.29,9031.370117,9112.540039,9023.629883,9091.540039,7406.220215,7438.890137,7369.390137,7425.109863,5838.799805,5869.200195,5828.299805,5859.700195
2012/09/26,6.3059,6.308,6.2916,6.3059,77.727,77.865,77.58,77.728,0.61752,0.6195,0.61689,0.6175,0.7752,0.77876,0.7744,0.77519,1441.599976,1441.599976,1430.530029,1433.319946,2004.17,2004.17,2004.17,2004.17,8941.75,8971.75,8894.019531,8906.700195,7362.97998,7362.97998,7255.77002,7276.509766,5859.700195,5859.700195,5751.399902,5768.100098
2012/09/27,6.3018,6.3067,6.292,6.3018,77.685,77.736,77.594,77.698,0.6182,0.6185,0.6159,0.6181,0.7763,0.77902,0.7751,0.7763,1433.359985,1450.199951,1433.359985,1447.150024,2056.32,2056.32,2056.32,2056.32,8856.30957,8959.25,8844.05957,8949.870117,7313.149902,7324.970215,7268.689941,7290.02002,5768.100098,5804.100098,5763,5779.399902
2012/09/28,6.3024,6.3026,6.2738,6.3024,77.61,77.963,77.431,77.61,0.616,0.62054,0.61459,0.61603,0.7744,0.778689,0.7717,0.7744,1447.130005,1447.130005,1435.599976,1440.670044,2086.17,2086.17,2086.17,2086.17,8986.629883,8989.080078,8838.849609,8870.160156,7330.609863,7337.169922,7215.950195,7216.149902,5779.399902,5807.799805,5740.5,5742.100098
2012/10/01,6.2848,6.3481,6.2745,6.2848,77.96,78.13,77.766,77.959,0.6202,0.6207,0.6182,0.62016,0.78084,0.78084,0.7731,0.7807,1440.900024,1457.140015,1440.900024,1444.48999,,,,,8815.070312,8829.349609,8759.070312,8796.509766,7227.810059,7339.200195,7225.290039,7326.72998,5742.100098,5843.5,5738.600098,5820.5
2012/10/02,6.2848,6.3243,6.2745,6.2848,78.048,78.19,77.966,78.041,0.62,0.62004,0.6181,0.62,0.7759,0.7761,0.771653,0.7759,1444.98999,1451.52002,1439.01001,1445.75,,,,,8826.360352,8843.330078,8774.75,8786.049805,7278.129883,7373.149902,7266.109863,7305.859863,5820.5,5840.399902,5781.399902,5809.5
2012/10/03,6.3242,6.3302,6.2745,6.3242,78.201,78.583,78.121,78.215,0.61998,0.6222,0.6196,0.6199,0.7743,0.7763,0.7729,0.7742,1446.050049,1454.300049,1441.98999,1450.98999,,,,,8778.259766,8806.75,8729.55957,8746.870117,7283.259766,7339.330078,7272.060059,7322.080078,5809.5,5832.5,5785,5825.799805
2012/10/04,6.3225,6.3225,6.2745,6.3225,78.44,78.712,78.37,78.415,0.621,0.62172,0.6185,0.6211,0.7737,0.7744,0.768651,0.7738,1451.079956,1463.140015,1451.079956,1461.400024,,,,,8783.129883,8865.919922,8738.30957,8824.589844,7368.209961,7374.859863,7283.47998,7305.209961,5825.799805,5854.200195,5803.200195,5827.799805
2012/10/05,6.3221,6.3222,6.3221,6.3221,78.514,78.857,78.28,78.484,0.61786,0.61824,0.61648,0.6178,0.7683,0.7694,0.765,0.7682,1461.400024,1470.959961,1456.890015,1460.930054,,,,,8850.290039,8880.230469,8805.790039,8863.299805,7327.700195,7409.779785,7312.790039,7397.870117,5827.799805,5885.600098,5827.600098,5871
2012/10/08,6.3241,6.3242,6.2856,6.3241,78.691,78.691,78.08,78.702,0.6196,0.62411,0.6196,0.61962,0.7683,0.772768,0.7683,0.7683,1460.930054,1460.930054,1453.099976,1455.880005,2074.42,2074.42,2074.42,2074.42,,,,,7340.390137,7341.279785,7286.240234,7291.209961,5871,5871,5818.799805,5841.700195
2012/10/09,6.2871,6.2899,6.2771,6.2871,78.289,78.43,78.139,78.286,0.6237,0.6258,0.6231,0.62367,0.7706,0.7771,0.769645,0.7706,1455.900024,1455.900024,1441.180054,1441.47998,2115.23,2115.23,2115.23,2115.23,8822.389648,8840.69043,8765.549805,8769.589844,7306.330078,7308.129883,7221.5,7234.529785,5841.700195,5856.399902,5795.200195,5810.299805
2012/10/10,6.2885,6.2991,6.2733,6.2885,78.213,78.368,78.159,78.219,0.6251,0.6257,0.6236,0.62512,0.7777,0.77883,0.77447,0.7777,1441.47998,1442.52002,1430.640015,1432.560059,2119.94,2119.94,2119.94,2119.94,8650.549805,8660.679688,8578.25,8596.230469,7219.459961,7245.169922,7201.089844,7205.22998,5810.299805,5810.5,5776.700195,5776.700195
2012/10/11,6.299,6.3001,6.267,6.299,78.07,78.574,77.929,78.075,0.6247,0.6254,0.62282,0.6247,0.7776,0.7794,0.7721,0.7777,1432.819946,1443.900024,1432.819946,1432.839966,2102.87,2102.87,2102.87,2102.87,8514.629883,8607.419922,8514.629883,8546.780273,7192.75,7305.459961,7182.310059,7281.700195,5776.700195,5846.299805,5766.700195,5829.799805
2012/10/12,6.2778,6.2779,6.2572,6.2778,78.41,78.52,78.267,78.402,0.6232,0.6241,0.6212,0.62321,0.7732,0.7737,0.7698,0.7732,1432.839966,1438.430054,1425.530029,1428.589966,2104.93,2104.93,2104.93,2104.93,8607.700195,8620.179688,8516.110352,8534.120117,7260.569824,7291.240234,7232.419922,7232.490234,5829.799805,5829.799805,5793.299805,5793.299805
2012/10/15,6.266,6.298,6.2536,6.266,78.476,78.837,78.31,78.468,0.6227,0.6241,0.6219,0.6227,0.7727,0.7753,0.7704,0.7726,1428.75,1441.310059,1427.23999,1440.130005,2098.7,2098.7,2098.7,2098.7,8517.769531,8595.110352,8488.139648,8577.929688,7237.399902,7302.22998,7237.399902,7261.25,5793.299805,5827.899902,5786,5805.600098
2012/10/16,6.2697,6.2697,6.2539,6.2697,78.774,78.953,78.718,78.789,0.62177,0.6225,0.6199,0.62185,0.7711,0.772,0.76558,0.7711,1440.310059,1455.51001,1440.310059,1454.920044,2098.81,2098.81,2098.81,2098.81,8638.679688,8707.950195,8633.679688,8701.30957,7309.080078,7387.779785,7293.899902,7376.27002,5805.600098,5878.100098,5805.600098,5870.5
2012/10/17,6.2637,6.2637,6.2434,6.2637,78.859,78.859,78.59,78.825,0.62,0.6204,0.618,0.61996,0.7629,0.7641,0.761162,0.7629,1454.219971,1462.199951,1453.349976,1460.910034,2105.62,2105.62,2105.62,2105.62,8777.389648,8837.19043,8758.700195,8806.549805,7381.080078,7399.990234,7367.589844,7394.549805,5870.5,5915.600098,5868.700195,5910.899902
2012/10/18,6.2544,6.257,6.2403,6.2544,79.05,79.443,78.994,79.06,0.6197,0.6204,0.6183,0.61969,0.7624,0.764374,0.761673,0.7624,1460.939941,1464.02002,1452.630005,1457.339966,2131.69,2131.69,2131.69,2131.69,8886.55957,8992.360352,8877.169922,8982.860352,7401.410156,7447.810059,7389.009766,7437.22998,5910.899902,5928.299805,5896.5,5917.100098
2012/10/19,6.2518,6.2546,6.2393,6.2515,79.316,79.406,79.101,79.308,0.6228,0.625,0.6222,0.62278,0.7651,0.76828,0.764584,0.76516,1457.339966,1457.339966,1429.849976,1433.189941,2128.3,2128.3,2128.3,2128.3,8944.030273,9016.900391,8940.379883,9002.679688,7413.689941,7430.120117,7363.5,7380.640137,5917.100098,5919.700195,5892.200195,5896.200195
2012/10/22,6.2536,6.2571,6.2439,6.2536,79.25,79.867,79.21,79.257,0.6251,0.6251,0.62282,0.62508,0.7679,0.7679,0.7645,0.7679,1433.209961,1435.459961,1422.060059,1433.819946,2132.76,2132.76,2132.76,2132.76,8874.519531,9031.549805,8867.790039,9010.709961,7372.359863,7390.100098,7313.240234,7328.049805,5896.200195,5911,5869.899902,5882.899902
2012/10/23,6.2546,6.2551,6.2379,6.2546,79.977,79.977,79.705,79.99,0.6241,0.62826,0.62399,0.62411,0.7651,0.771992,0.765,0.7651,1433.73999,1433.73999,1407.560059,1413.109985,2114.45,2114.45,2114.45,2114.45,9066.030273,9075.580078,8970.5,9014.25,7339.160156,7343.600098,7153.799805,7173.689941,5882.899902,5893.399902,5789,5797.899902
2012/10/24,6.2513,6.2513,6.2379,6.2513,79.832,79.914,79.701,79.82,0.627,0.62747,0.6231,0.627,0.7708,0.773772,0.76929,0.7708,1413.199951,1420.040039,1407.099976,1408.75,2115.99,2115.99,2115.99,2115.99,8896.410156,9043.799805,8896.410156,8954.299805,7202.029785,7216.129883,7120.680176,7192.850098,5797.899902,5823.200195,5776.600098,5804.799805
2012/10/25,6.2479,6.2483,6.2317,6.2478,79.82,80.326,79.81,79.838,0.6238,0.62382,0.61946,0.62377,0.7713,0.77255,0.767931,0.7713,1409.73999,1421.119995,1405.140015,1412.969971,2101.58,2101.58,2101.58,2101.58,8952.129883,9057.30957,8941.849609,9055.200195,7203.120117,7256.220215,7181.450195,7200.22998,5804.799805,5840.600098,5802.200195,5805.100098
2012/10/26,6.2464,6.26,6.228,6.2464,80.209,80.26,79.487,80.235,0.6204,0.6215,0.61954,0.62042,0.7729,0.77569,0.7718,0.7729,1412.969971,1417.089966,1403.280029,1411.939941,2066.21,2066.21,2066.21,2066.21,9058.929688,9075.589844,8933.05957,8933.05957,7161.72998,7257.370117,7147.509766,7231.850098,5805.100098,5817.899902,5753.299805,5806.700195
2012/10/29,6.2625,6.2651,6.2338,6.2624,79.611,79.781,79.531,79.65,0.6216,0.62385,0.6213,0.6213,0.7738,0.7758,0.77298,0.77375,,,,,2058.94,2058.94,2058.94,2058.94,8958.790039,8986.049805,8909.370117,8929.339844,7205.049805,7225.319824,7171.959961,7203.160156,5806.700195,5812.700195,5763.5,5795.100098
2012/10/30,6.2437,6.2442,6.2305,6.244,79.764,79.994,79.284,79.764,0.6238,0.62407,0.6216,0.6238,0.7747,0.77593,0.7702,0.7747,,,,,2062.35,2062.35,2062.35,2062.35,8941.820312,8995.80957,8841.980469,8841.980469,7239.689941,7292.830078,7239.040039,7284.399902,5795.100098,5852.200195,5794.899902,5849.899902
2012/10/31,6.2419,6.2419,6.2273,6.2419,79.67,79.95,79.509,79.684,0.6221,0.62223,0.61976,0.6221,0.77146,0.77236,0.7681,0.77145,1410.98999,1418.76001,1405.949951,1412.160034,2068.88,2068.88,2068.88,2068.88,8911.080078,8985.580078,8905.44043,8928.290039,7305.069824,7347.509766,7260.629883,7260.629883,5849.899902,5866.700195,5782.700195,5782.700195
2012/11/01,6.2375,6.2412,6.2288,6.2375,79.86,80.164,79.84,79.86,0.6198,0.62022,0.6182,0.6198,0.7713,0.7735,0.770238,0.7713,1412.199951,1428.349976,1412.199951,1427.589966,2104.43,2104.43,2104.43,2104.43,8931.709961,8976.080078,8871.480469,8946.870117,7255.299805,7356.180176,7255.109863,7335.669922,5782.700195,5866.799805,5778,5861.899902
2012/11/02,6.2401,6.2453,6.2311,6.2401,80.216,80.664,80.186,80.22,0.6198,0.6239,0.61977,0.6198,0.7723,0.77895,0.771962,0.7723,1427.589966,1434.27002,1412.910034,1414.199951,2117.05,2117.05,2117.05,2117.05,9049.219727,9072.389648,9031.429688,9051.219727,7336.52002,7391.040039,7314.680176,7363.850098,5861.899902,5890.100098,5844.299805,5868.600098
2012/11/05,6.2447,6.246,6.2351,6.2448,80.496,80.562,80.19,80.5,0.6242,0.62655,0.6234,0.62418,0.7797,0.78309,0.778634,0.77955,1414.02002,1419.900024,1408.130005,1417.26001,2114.03,2114.03,2114.03,2114.03,9000.80957,9040.179688,8984.69043,9007.44043,7320.97998,7337.470215,7304.450195,7326.470215,5868.600098,5868.600098,5825.600098,5839.100098
2012/11/06,6.2408,6.2727,6.2348,6.2408,80.15,80.311,79.97,80.16,0.6256,0.6262,0.625,0.6256,0.7811,0.783208,0.780092,0.7811,1417.26001,1433.380005,1417.26001,1428.390015,2106,2106,2106,2106,8989.580078,8990.349609,8957.490234,8975.150391,7336.459961,7388.97998,7319.72998,7377.759766,5839.100098,5885.200195,5839.100098,5884.899902
2012/11/07,6.2456,6.263,6.2337,6.2456,80.281,80.396,79.8,80.29,0.62536,0.62661,0.6233,0.6253,0.7807,0.78501,0.776627,0.78076,1428.27002,1428.27002,1388.140015,1394.530029,2105.73,2105.73,2105.73,2105.73,9030.55957,9032.320312,8924.410156,8972.889648,7425.080078,7434.959961,7226.600098,7232.830078,5884.899902,5921.799805,5789.399902,5791.600098
2012/11/08,6.2438,6.2606,6.2324,6.2438,79.97,79.999,79.77,79.97,0.62582,0.6277,0.6249,0.6257,0.78397,0.785916,0.782718,0.7837,1394.530029,1401.22998,1377.51001,1377.51001,2071.51,2071.51,2071.51,2071.51,8868.419922,8891.080078,8811.410156,8837.150391,7260.350098,7287,7184.180176,7204.959961,5791.600098,5824.399902,5770.700195,5776.100098
2012/11/09,6.2329,6.2474,6.2282,6.2678,79.463,79.607,79.075,79.479,0.62594,0.6287,0.6243,0.62588,0.7847,0.787811,0.7819,0.7846,1377.550049,1391.390015,1373.030029,1379.849976,2069.07,2069.07,2069.07,2069.07,8742.679688,8779.240234,8729.450195,8757.599609,7220.689941,7222.870117,7064.339844,7163.5,5776.100098,5786.399902,5715.200195,5769.700195
2012/11/12,6.2447,6.2447,6.2192,6.2447,79.464,79.55,79.347,79.46,0.62915,0.6302,0.6283,0.62916,0.7859,0.78731,0.7849,0.78592,1379.859985,1384.869995,1377.189941,1380.030029,2079.27,2079.27,2079.27,2079.27,8701.280273,8728.849609,8676.44043,8676.44043,7164.680176,7196,7138.169922,7168.759766,5769.700195,5795.299805,5762,5767.299805
2012/11/13,6.2192,6.241,6.2156,6.2192,79.604,79.635,79.198,79.598,0.62987,0.6305,0.6283,0.6298,0.7868,0.78948,0.78604,0.7868,1380.030029,1388.810059,1371.390015,1374.530029,2047.89,2047.89,2047.89,2047.89,8710.519531,8723.459961,8619.450195,8661.049805,7131.600098,7185.290039,7074.870117,7169.120117,5767.299805,5786.299805,5711,5786.299805
2012/11/14,6.2341,6.2348,6.2152,6.234,79.451,80.31,79.39,79.46,0.62991,0.63107,0.62888,0.6298,0.7867,0.787,0.783822,0.7868,1374.640015,1380.130005,1352.5,1355.48999,2055.42,2055.42,2055.42,2055.42,8660.269531,8680.400391,8653.490234,8664.730469,7156.339844,7182.810059,7084.629883,7101.919922,5786.299805,5786.299805,5719.600098,5722
2012/11/15,6.2305,6.2372,6.2152,6.2305,80.19,81.424,80.13,80.2,0.63134,0.63164,0.62975,0.63127,0.78558,0.78616,0.7811,0.7854,1355.410034,1360.619995,1348.050049,1353.329956,2030.29,2030.29,2030.29,2030.29,8703.820312,8829.719727,8684.230469,8829.719727,7064.990234,7079.220215,7021.620117,7043.419922,5722,5722,5674.299805,5677.799805
2012/11/16,6.2363,6.2388,6.2256,6.2363,81.111,81.29,80.907,81.12,0.63029,0.63136,0.62929,0.6303,0.7823,0.78779,0.7822,0.7822,1353.359985,1362.030029,1343.349976,1359.880005,2014.72,2014.72,2014.72,2014.72,8898.330078,9032.349609,8898.330078,9024.160156,7045.629883,7059.830078,6950.529785,6950.529785,5677.799805,5682.700195,5605.600098,5605.600098
2012/11/19,6.2399,6.2402,6.2245,6.2399,81.555,81.568,81.078,81.526,0.6287,0.62939,0.628,0.62871,0.7837,0.78447,0.780122,0.78373,1359.880005,1386.890015,1359.880005,1386.890015,2016.98,2016.98,2016.98,2016.98,9141.269531,9183.459961,9135.290039,9153.200195,7020.22998,7130.870117,7007.209961,7123.839844,5605.600098,5739.700195,5605.600098,5737.700195
2012/11/20,6.239,6.239,6.2197,6.239,81.359,81.72,81.13,81.35,0.6292,0.6292,0.6275,0.62916,0.78328,0.78328,0.77979,0.78312,1386.819946,1389.77002,1377.040039,1387.810059,2008.92,2008.92,2008.92,2008.92,9198.419922,9200.849609,9129.429688,9142.639648,7098.129883,7186.609863,7092.22998,7172.990234,5737.700195,5751.799805,5706.700195,5748.100098
2012/11/21,6.2328,6.2335,6.2204,6.2328,81.735,82.517,81.729,81.755,0.6279,0.6295,0.6271,0.6279,0.7804,0.784775,0.779429,0.78037,1387.790039,1391.25,1386.390015,1391.030029,2030.32,2030.32,2030.32,2030.32,9213.730469,9248.980469,9161.209961,9222.519531,7148.910156,7194.790039,7139.990234,7184.709961,5748.100098,5760.100098,5727.899902,5752
2012/11/22,6.2314,6.234,6.2189,6.2314,82.575,82.83,82.27,82.574,0.6262,0.62758,0.6258,0.6262,0.7773,0.77899,0.775254,0.7773,,,,,2015.61,2015.61,2015.61,2015.61,9336.320312,9366.799805,9304.719727,9366.799805,7210.459961,7253.02002,7205.200195,7244.990234,5752,5796.5,5752,5791
2012/11/23,6.2376,6.238,6.2177,6.2375,82.369,82.48,82.074,82.359,0.6273,0.6278,0.6245,0.6273,0.7767,0.77705,0.771099,0.77669,1391.030029,1409.160034,1391.030029,1409.150024,2027.38,2027.38,2027.38,2027.38,,,,,7258.330078,7311.549805,7219.549805,7309.129883,5791,5830.5,5781.399902,5819.100098
2012/11/26,6.2313,6.2323,6.2156,6.2313,82.56,82.61,81.927,82.546,0.6239,0.62501,0.6236,0.62391,0.77082,0.7724,0.7704,0.77125,1409.150024,1409.150024,1397.680054,1406.290039,2017.46,2017.46,2017.46,2017.46,9466.05957,9487.94043,9388.94043,9388.94043,7286.689941,7312.859863,7273.569824,7292.029785,5819.100098,5819.100098,5773.899902,5786.700195
2012/11/27,6.2256,6.226,6.2123,6.2256,81.888,82.304,81.888,81.873,0.6237,0.6243,0.6229,0.6237,0.7698,0.77393,0.7689,0.77,1406.290039,1409.01001,1398.030029,1398.939941,1991.17,1991.17,1991.17,1991.17,9371.129883,9449.719727,9370.589844,9423.299805,7343.009766,7361.549805,7307.299805,7332.330078,5786.700195,5823.200195,5786.700195,5799.700195
2012/11/28,6.2224,6.2335,6.2123,6.2224,82.093,82.21,81.707,82.08,0.6241,0.6264,0.6241,0.6241,0.7729,0.776241,0.7728,0.7729,1398.77002,1410.310059,1385.430054,1409.930054,1973.52,1973.52,1973.52,1973.52,9375.480469,9407.620117,9308.349609,9308.349609,7317.490234,7351.47998,7265.439941,7343.410156,5799.700195,5808.299805,5755.200195,5803.299805
2012/11/29,6.2275,6.2329,6.2174,6.2275,82.163,82.207,81.918,82.15,0.6244,0.6248,0.62309,0.6244,0.772,0.7728,0.76858,0.772,1409.959961,1419.699951,1409.040039,1415.949951,1963.49,1963.49,1963.49,1963.49,9370.290039,9412.080078,9350.400391,9400.879883,7382.549805,7416.52002,7377.089844,7400.959961,5803.299805,5884,5803.299805,5870.299805
2012/11/30,6.2314,6.2323,6.2163,6.2314,82.142,82.729,82.05,82.151,0.6234,0.62527,0.62256,0.6234,0.7708,0.771,0.767542,0.7708,1415.949951,1418.859985,1411.630005,1416.180054,1980.12,1980.12,1980.12,1980.12,9446.769531,9492.910156,9380.25,9446.009766,7399.089844,7442.600098,7398.220215,7405.5,5870.299805,5904.399902,5860.299805,5866.799805
2012/12/03,6.2266,6.2319,6.221,6.2266,82.454,82.458,82.001,82.456,0.6241,0.6241,0.6213,0.6241,0.7694,0.76952,0.76476,0.76942,1416.339966,1423.72998,1408.459961,1409.459961,1959.77,1959.77,1959.77,1959.77,9484.200195,9525.820312,9453.480469,9458.179688,7427.410156,7487.890137,7419.299805,7435.209961,5866.799805,5902,5859.600098,5871.200195
2012/12/04,6.2286,6.2319,6.2179,6.2286,82.15,82.175,81.8,82.133,0.6212,0.6216,0.6199,0.6212,,,,,1409.459961,1413.140015,1403.650024,1407.050049,1975.14,1975.14,1975.14,1975.14,9419.150391,9457.19043,9406.030273,9432.459961,7428.129883,7466.25,7417.299805,7435.120117,5871.200195,5885.399902,5852.899902,5869
2012/12/05,6.2255,6.2295,6.2142,6.2255,81.817,82.323,81.807,81.816,0.6211,0.6217,0.6203,0.62108,0.7634,0.76549,0.7619,0.7634,1407.050049,1415.560059,1398.22998,1409.280029,2031.91,2031.91,2031.91,2031.91,9380.370117,9515.860352,9376.969727,9468.839844,7480.589844,7482.279785,7428.700195,7454.549805,5869,5902.700195,5869,5892.100098
2012/12/06,6.2256,6.2329,6.2153,6.2256,82.43,82.6,82.311,82.436,0.6214,0.6221,0.62001,0.62138,0.7651,0.77045,0.764246,0.7651,1409.430054,1413.949951,1405.930054,1413.939941,2029.24,2029.24,2029.24,2029.24,9535.69043,9565.429688,9503.30957,9545.160156,7469.540039,7554.509766,7461.189941,7534.540039,5892.100098,5923.899902,5889.700195,5901.399902
2012/12/07,6.2284,6.2304,6.2242,6.2284,82.45,82.805,82.218,82.43,0.6231,0.62479,0.6226,0.62305,0.7714,0.776253,0.77077,0.7714,1413.949951,1420.339966,1410.900024,1418.069946,2061.79,2061.79,2061.79,2061.79,9547.139648,9572.75,9522.129883,9527.389648,7539.779785,7553.049805,7487.640137,7517.799805,5901.399902,5923.100098,5889.899902,5914.399902
2012/12/10,6.2244,6.2339,6.2198,6.2244,82.57,82.584,82.118,82.56,0.6236,0.6244,0.6213,0.62361,0.7748,0.7759,0.77264,0.77483,1418.069946,1421.640015,1415.640015,1418.550049,2083.77,2083.77,2083.77,2083.77,9584.459961,9584.459961,9517.400391,9533.75,7484.950195,7536.600098,7457.399902,7530.919922,5914.399902,5924,5891.299805,5921.600098
2012/12/11,6.2401,6.2481,6.219,6.2198,82.37,82.541,82.298,82.35,0.6221,0.62225,0.6203,0.62212,0.7729,0.7734,0.768758,0.7729,1418.550049,1434.27002,1418.550049,1427.839966,2074.7,2074.7,2074.7,2074.7,9510.599609,9534.179688,9487.950195,9525.320312,7529.240234,7596.899902,7518.740234,7589.75,5921.600098,5937.899902,5908.299805,5925
2012/12/12,6.2452,6.2493,6.234,6.2452,82.527,82.933,82.493,82.52,0.6204,0.62124,0.6192,0.6204,0.7685,0.76941,0.766166,0.76845,1427.839966,1438.589966,1426.76001,1428.47998,2082.73,2082.73,2082.73,2082.73,9606.25,9606.25,9565.950195,9581.459961,7595.200195,7626.399902,7590.180176,7614.790039,5925,5948.5,5915.899902,5945.899902
2012/12/13,6.2538,6.2587,6.221,6.2538,83.217,83.66,83.187,83.21,0.6197,0.62063,0.6191,0.6197,0.7653,0.766565,0.763301,0.7653,1428.47998,1431.359985,1416,1419.449951,2061.48,2061.48,2061.48,2061.48,9681.200195,9767.049805,9672.469727,9742.730469,7618.620117,7618.620117,7561.959961,7581.97998,5945.899902,5947.899902,5918.600098,5929.600098
2012/12/14,6.2466,6.2518,6.2287,6.2466,83.673,83.955,83.347,83.667,0.6206,0.6209,0.6194,0.6205,0.7646,0.7652,0.762195,0.7646,1419.449951,1419.449951,1411.880005,1413.579956,2150.62,2150.62,2150.62,2150.62,9703.55957,9775.75,9687.700195,9737.55957,7599.029785,7619.259766,7571.160156,7596.470215,5929.600098,5944.5,5915.299805,5921.799805
2012/12/17,6.2453,6.2455,6.2268,6.2452,84.123,84.142,83.6,84.158,0.6182,0.61882,0.6167,0.6182,0.7595,0.7606,0.758743,0.75954,1413.540039,1430.670044,1413.540039,1430.359985,2160.34,2160.34,2160.34,2160.34,9895.679688,9903.349609,9826.299805,9828.879883,7604.160156,7627.140137,7564.069824,7604.939941,5921.799805,5923.899902,5881,5912.200195
2012/12/18,6.2413,6.243,6.221,6.2413,83.926,84.061,83.81,83.903,0.61707,0.6174,0.6155,0.6171,0.7596,0.76003,0.756779,0.7596,1430.469971,1448,1430.469971,1446.790039,2162.46,2162.46,2162.46,2162.46,9848.870117,9967.240234,9848.870117,9923.009766,7634.279785,7667.910156,7626.25,7653.580078,5912.200195,5946.399902,5911.100098,5935.899902
2012/12/19,6.2363,6.2364,6.2203,6.2363,84.352,84.609,84.208,84.361,0.6154,0.6154,0.61327,0.6154,0.7558,0.75613,0.75149,0.7558,1446.790039,1447.75,1435.800049,1435.810059,2162.24,2162.24,2162.24,2162.24,10025.40039,10160.40039,10016.98047,10160.40039,7675.330078,7682.899902,7655.709961,7668.5,5935.899902,5977.799805,5935.899902,5961.600098
2012/12/20,6.2333,6.2339,6.2186,6.2333,84.204,84.423,83.87,84.226,0.6153,0.61555,0.6137,0.6153,0.7568,0.75723,0.7522,0.7567,1435.810059,1443.699951,1432.819946,1443.689941,2168.35,2168.35,2168.35,2168.35,10093.11035,10147.67969,10028.65039,10039.33008,7642.990234,7675.450195,7635.390137,7672.100098,5961.600098,5970.899902,5950.100098,5958.299805
2012/12/21,6.2347,6.2348,6.2186,6.2347,84.42,84.435,83.862,84.42,0.6145,0.6178,0.61449,0.6145,0.7554,0.759359,0.7554,0.75542,1443.670044,1443.670044,1422.579956,1430.150024,2153.31,2153.31,2153.31,2153.31,10145.58008,10175.05957,9924.419922,9940.05957,7632.410156,7653.72998,7596.640137,7636.22998,5958.299805,5958.299805,5894.100098,5940
2012/12/24,6.2346,6.2372,6.2237,6.2346,84.409,84.761,84.314,84.41,0.61912,0.62001,0.617,0.61893,0.7586,0.75918,0.7556,0.75861,1430.150024,1430.150024,1424.660034,1426.660034,2159.05,2159.05,2159.05,2159.05,,,,,7636.22998,7636.22998,7636.22998,7636.22998,5940,5957.700195,5937.100098,5954.200195
2012/12/25,6.2359,6.2369,6.2221,6.2359,84.78,84.88,84.676,84.84,0.6199,0.62508,0.61939,0.6199,0.7585,0.75907,0.7574,0.7587,,,,,2213.61,2213.61,2213.61,2213.61,10092.34961,10119.34961,10030.44043,10080.12012,,,,,,,,
2012/12/26,6.2343,6.2404,6.2243,6.2343,85.02,85.62,84.758,85,0.6197,0.62035,0.6184,0.6197,0.7586,0.759,0.7546,0.7587,1426.660034,1429.420044,1416.430054,1419.829956,2219.13,2219.13,2219.13,2219.13,10131.21973,10230.36035,10107.33984,10230.36035,7636.22998,7636.22998,7636.22998,7636.22998,,,,
2012/12/27,6.2356,6.2402,6.2253,6.2356,85.677,86.124,85.602,85.668,0.6201,0.6201,0.6172,0.6201,0.756,0.75672,0.7527,0.7561,1419.829956,1422.800049,1401.800049,1418.099976,2205.9,2205.9,2205.9,2205.9,10295.25977,10376.38965,10288.84961,10322.98047,7652.27002,7676.5,7640.299805,7655.879883,5954.200195,5997,5942.399902,5954.299805
2012/12/28,6.2398,6.24,6.2218,6.2398,86.499,86.537,85.94,86.507,0.6205,0.62172,0.6191,0.6205,0.7548,0.75951,0.7543,0.7547,1418.099976,1418.099976,1401.579956,1402.430054,2233.25,2233.25,2233.25,2233.25,10406.36035,10433.62988,10374.84961,10395.17969,7649.890137,7665.680176,7602.890137,7612.390137,5954.299805,5976,5915.299805,5925.399902
2012/12/31,6.2348,6.2355,6.2187,6.2348,85.961,86.464,85.86,85.96,0.6187,0.61979,0.61446,0.6187,0.756,0.7589,0.7556,0.75599,1402.430054,1426.73999,1398.109985,1426.189941,2269.13,2269.13,2269.13,2269.13,,,,,7612.390137,7612.390137,7612.390137,7612.390137,5925.399902,5925.399902,5873.399902,5897.799805
2013/01/01,6.2306,6.2378,6.2203,6.2306,86.642,86.75,86.64,86.72,0.6159,0.616,0.61267,0.6159,0.7575,0.75781,0.7562,0.7575,,,,,,,,,,,,,,,,,,,,
2013/01/02,6.2376,6.2376,6.2203,6.2376,86.61,87.3,86.532,86.6,0.6155,0.6156,0.61035,0.6155,0.7577,0.7579,0.75199,0.7577,1426.189941,1462.430054,1426.189941,1462.420044,,,,,,,,,7689.459961,7789.939941,7689.459961,7778.779785,5897.799805,6044.600098,5897.799805,6027.399902
