2.237029234132930977e+00,2.237029234132930977e+00
7.784526406261245424e-02,7.784526406261245424e-02
1.520707242572803874e+00,1.520707242572803874e+00
-2.463863679514652072e-01,-2.463863679514652072e-01
-1.423675354974219154e+00,-1.423675354974219154e+00
1.476678405704979546e+00,1.476678405704979546e+00
2.845365118940612614e-01,2.845365118940612614e-01
-5.314973634072004405e-01,-5.314973634072004405e-01
4.286927572981776846e-01,4.286927572981776846e-01
-2.154312042652686832e-01,-2.154312042652686832e-01
-5.728099597973965174e-02,-5.728099597973965174e-02
7.927366267241126030e-01,7.927366267241126030e-01
2.164630369627623674e-02,2.164630369627623674e-02
5.374485450024709537e-02,5.374485450024709537e-02
-1.202242754774959677e+00,-1.202242754774959677e+00
-1.752703638588773538e+00,-1.752703638588773538e+00
-6.646324467247736179e-01,-6.646324467247736179e-01
-1.051917793229034226e+00,-1.051917793229034226e+00
-1.354623031697152813e+00,-1.354623031697152813e+00
2.189729200389658459e-01,2.189729200389658459e-01
-1.307311860788198665e-01,-1.307311860788198665e-01
-1.434412051004305688e+00,-1.434412051004305688e+00
3.920290080416525269e-01,3.920290080416525269e-01
1.538357262795374325e+00,1.538357262795374325e+00
8.504805518451729052e-01,8.504805518451729052e-01
-3.328600283161856077e-01,-3.328600283161856077e-01
-1.338573753439477709e+00,-1.338573753439477709e+00
-2.602074306194964715e-01,-2.602074306194964715e-01
1.958429973810039137e-01,1.958429973810039137e-01
5.042540285609644624e-01,5.042540285609644624e-01
3.926007101675931255e-01,3.926007101675931255e-01
7.070661159218966096e-01,7.070661159218966096e-01
-6.347035471531520257e-01,-6.347035471531520257e-01
-3.037287097242223899e-01,-3.037287097242223899e-01
-8.576755378129257146e-01,-8.576755378129257146e-01
3.670138944964345673e-01,3.670138944964345673e-01
-3.435409585588227177e-01,-3.435409585588227177e-01
-1.312300905497645331e+00,-1.312300905497645331e+00
-2.719731779112600223e-01,-2.719731779112600223e-01
5.811873643650887766e-01,5.811873643650887766e-01
5.834741500233908695e-01,5.834741500233908695e-01
-4.100862030408532199e-02,-4.100862030408532199e-02
-5.220267689264096456e-02,-5.220267689264096456e-02
-1.579134412817425392e+00,-1.579134412817425392e+00
-1.775097320348772434e-01,-1.775097320348772434e-01
1.081219224887271180e+00,1.081219224887271180e+00
-4.414875844084319850e-02,-4.414875844084319850e-02
-7.833719895240104369e-01,-7.833719895240104369e-01
-7.502443874583416550e-01,-7.502443874583416550e-01
6.032352514096628315e-01,6.032352514096628315e-01
8.856048992184563096e-01,8.856048992184563096e-01
-1.104011697137044778e-01,-1.104011697137044778e-01
1.879497099839803065e+00,1.879497099839803065e+00
7.832548665208109995e-01,7.832548665208109995e-01
1.367986733806699329e+00,1.367986733806699329e+00
6.322662041492800589e-02,6.322662041492800589e-02
2.236226073147698834e+00,2.236226073147698834e+00
9.424369075037558607e-01,9.424369075037558607e-01
-3.967726810017772054e-01,-3.967726810017772054e-01
1.607749812204993578e+00,1.607749812204993578e+00
-5.132812267756264868e-01,-5.132812267756264868e-01
-2.412595199500529919e+00,-2.412595199500529919e+00
-1.488943383586779357e-01,-1.488943383586779357e-01
1.601299428576557382e+00,1.601299428576557382e+00
2.058200416197073501e+00,2.058200416197073501e+00
2.441051680101107291e-01,2.441051680101107291e-01
-1.038308702236079850e-01,-1.038308702236079850e-01
-5.250441812089291505e-01,-5.250441812089291505e-01
-4.658779943419283365e-01,-4.658779943419283365e-01
-1.017883842910445535e+00,-1.017883842910445535e+00
4.040792156785196765e-01,4.040792156785196765e-01
3.369929276887156239e-02,3.369929276887156239e-02
2.584951342342475811e-01,2.584951342342475811e-01
-5.568582830905395298e-01,-5.568582830905395298e-01
-1.402687234923085113e-01,-1.402687234923085113e-01
-3.368809848952120361e-03,-3.368809848952120361e-03
3.150343150217832511e-01,3.150343150217832511e-01
-2.784849130440879006e-01,-2.784849130440879006e-01
-6.000337674798821297e-01,-6.000337674798821297e-01
1.332973940853784844e+00,1.332973940853784844e+00
1.422420419147439663e+00,1.422420419147439663e+00
6.243628487544418126e-01,6.243628487544418126e-01
-5.852422179074474595e-01,-5.852422179074474595e-01
-2.996180903944300478e-01,-2.996180903944300478e-01
-5.339570378561251385e-01,-5.339570378561251385e-01
-3.546178864328152214e-01,-3.546178864328152214e-01
9.617852940874431489e-02,9.617852940874431489e-02
3.146829003212022607e-02,3.146829003212022607e-02
1.143188116616953520e+00,1.143188116616953520e+00
-5.275596442907685146e-01,-5.275596442907685146e-01
-7.094086730790065687e-01,-7.094086730790065687e-01
3.563915286110816427e-01,3.563915286110816427e-01
-4.185863106172145187e-01,-4.185863106172145187e-01
7.132348434864331788e-01,7.132348434864331788e-01
2.243440552011061184e-01,2.243440552011061184e-01
1.468161552400518044e+00,1.468161552400518044e+00
-2.897347525541943414e-01,-2.897347525541943414e-01
-1.878504247222185231e-01,-1.878504247222185231e-01
3.517064257195997579e-01,3.517064257195997579e-01
4.384645407180600141e-01,4.384645407180600141e-01
-2.918709009077615629e-02,-2.918709009077615629e-02
5.408508063280508676e-02,5.408508063280508676e-02
9.100539077774036922e-01,9.100539077774036922e-01
5.438905786123536812e-01,5.438905786123536812e-01
2.189729200389658459e-01,2.189729200389658459e-01
-1.211663163473895466e+00,-1.211663163473895466e+00
-1.191790507667244370e+00,-1.191790507667244370e+00
4.147545602042247426e-01,4.147545602042247426e-01
-1.170830236241647143e-01,-1.170830236241647143e-01
1.726015260140367769e-01,1.726015260140367769e-01
-5.272194067354935010e-01,-5.272194067354935010e-01
-5.653082105964253312e-01,-5.653082105964253312e-01
1.793335828404846732e-01,1.793335828404846732e-01
1.283573957401082266e+00,1.283573957401082266e+00
7.630586789074488008e-02,7.630586789074488008e-02
1.729361778523901549e-01,1.729361778523901549e-01
-4.123450486916686170e-02,-4.123450486916686170e-02
5.964362687846394007e-01,5.964362687846394007e-01
-1.420423656705749604e-01,-1.420423656705749604e-01
-9.412935203859815747e-01,-9.412935203859815747e-01
-1.179280158036164039e+00,-1.179280158036164039e+00
-2.039136215813814462e-02,-2.039136215813814462e-02
-5.518887255653281976e-01,-5.518887255653281976e-01
-3.940285519191021324e-01,-3.940285519191021324e-01
7.670968267012382436e-01,7.670968267012382436e-01
4.942061519486595778e-01,4.942061519486595778e-01
1.135413078504675516e-01,1.135413078504675516e-01
7.440226812534581624e-01,7.440226812534581624e-01
3.958523913019924567e-01,3.958523913019924567e-01
1.126857176583999420e+00,1.126857176583999420e+00
6.366445152506002847e-01,6.366445152506002847e-01
5.484027812904490595e-01,5.484027812904490595e-01
-4.625035987760440781e-01,-4.625035987760440781e-01
6.842206536090434943e-01,6.842206536090434943e-01
6.821067738754915677e-01,6.821067738754915677e-01
4.574280725474010878e-01,4.574280725474010878e-01
4.750139484071139173e-01,4.750139484071139173e-01
-1.904774365130526836e-01,-1.904774365130526836e-01
-7.941086912654605756e-01,-7.941086912654605756e-01
5.694244042204378298e-01,5.694244042204378298e-01
9.418624239420819722e-01,9.418624239420819722e-01
-9.069583982624028484e-02,-9.069583982624028484e-02
-1.620879216905919407e-01,-1.620879216905919407e-01
1.241051036671777658e-01,1.241051036671777658e-01
2.469608458017805985e-01,2.469608458017805985e-01
-1.731146580713398275e-01,-1.731146580713398275e-01
-1.787083389334109373e+00,-1.787083389334109373e+00
3.532458218914776849e-01,3.532458218914776849e-01
